RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,change
20,38,Idaho,State,ID,125659,125613,125725,125897,126308,126708,127053,127403,127669,127963,128184,128438,128932,129394,130075,130641,131160,131466,131833,132316,132826,133290,133521,133790,133943,134283,134499,134751,134996,135374,135699,135981,136266,136580,136830,136959,137085,137347,137432,137936,138420,139032,139348,139659,140064,140370,140545,140845,141203,141779,142396,143105,143850,144713,145629,146449,147138,147734,148426,149147,150058,151139,152513,153821,155421,157479,159955,,166001,,,181146,182413,183897,185915,188904,191805,195625,197821,199964,201752,200899,201247,201168,203090,202958,202743,203019,203697,204118,204501,204866,205157,205328,205551,206033,206489,207337,207287,206923,205158,203648,202130,200723,199174,197460,195721,193827,191762,189375,186971,184576,182376,180547,178703,176916,174953,173348,172075,171487,170398,169644,168444,167852,167175,165619,163663,161766,159819,157921,155886,154106,152500,150873,149766,148201,146939,146093,146019,145893,145664,145582,145571,145591,145524,145908,146693,148143,149611,150941,152376,154311,156124,157789,158796,160206,161925,163601,165861,167536,169618,171104,172759,173980,174867,175711,176456,177057,177423,178303,179320,180374,181061,181603,181692,181460,181320,181378,181654,182268,183123,184377,185442,186812,187978,189270,190123,191142,191993,192889,193745,194921,196722,198328,199849,200820,202288,203666,205075,206230,207836,209488,211136,212539,213424,214668,215757,217796,219502,221447,223211,224982,227060,228920,231200,233180,235567,237968,240432,242897,245702,249038,252353,255037,257552,260226,263406,266271,269200,271640,274250,276188,277850,279031,280410,282494,284968,287586,289799,292075,294458,297535,300352,303118,304930,307147,309291,312922,317506,323866,331786,340680,,365183,378024,389715,400578,413202,424964,436515,443442,447549,449277,454404,461044,467901,470556,471747,472979,34.5%
18,39,Hawaii,State,HI,223862,223741,224238,224932,226295,227641,228916,230497,231995,233631,234461,235354,236118,236922,237594,238428,239699,241030,242480,243834,245443,247065,248433,249664,250466,251795,253228,255073,256463,258147,260291,263131,266520,269625,272363,274401,276874,279979,283718,287261,291078,295050,298981,303006,306894,312322,317857,322430,326688,331809,337461,343857,349957,358235,366938,375460,382056,388494,394609,402001,407404,414422,421556,431380,441047,451658,462428,472973,482695,490402,497680,505222,513720,522407,528660,535072,538170,541405,543670,545913,548389,548696,550009,549868,550430,550312,551072,551606,551720,551591,550219,549602,548275,548135,547610,547371,546485,545263,545454,545833,547992,548095,543227,536056,528548,525122,521557,518164,515243,510796,507007,502762,498415,492818,487778,484353,479418,473977,469490,469646,471786,476381,478256,481126,481354,484335,485574,486998,487264,487623,489629,490305,491221,490624,490628,488151,485863,482894,480998,478595,476511,475617,473849,474344,474812,476030,477946,479106,480614,478495,478229,477829,480969,483760,488282,491661,494264,495694,497450,500284,500315,499584,499504,505272,511946,518619,524038,530189,533696,536394,537514,539469,541740,545460,549076,552489,554377,555415,556953,558215,559990,560485,561735,562634,565050,566514,569070,569683,571115,572895,574825,575445,576496,578184,579988,581010,582945,586063,590156,594723,599939,603997,606450,608133,609960,611722,613971,615987,620810,624833,628692,629339,631675,634754,638135,639805,641722,644250,647257,648812,650115,651559,653892,656580,658067,658967,658381,657812,658591,660544,662892,662994,663086,663738,665151,665744,665132,664728,662951,661140,660744,661846,663398,665390,667977,670880,671405,671503,672578,675747,679830,684261,690031,696905,705502,713818,725421,738364,753893,768582,783863,798154,811736,822254,833584,846934,862284,876578,890240,10.1%
28,40,Maine,State,ME,116531,117131,117577,118561,119325,120165,121004,121843,122721,123524,124624,125813,127331,128644,129900,130854,132129,133453,134918,136000,137081,138033,139338,140525,141960,143403,144973,146608,148056,149583,151058,152387,153667,154816,156113,157446,158914,160291,161523,162532,164052,165635,167519,169436,171571,173781,175379,176988,178616,180747,182900,184891,187469,190261,193274,194831,196133,197189,199298,201365,204400,207030,209481,210763,212020,213072,214292,215397,216658,217705,218583,219412,220295,220648,220841,220518,220554,220302,220042,220106,220514,221216,221490,221667,221821,221694,221342,220905,220409,219543,218226,218204,218515,219310,218987,219100,219145,219224,219039,218097,216770,214836,213376,211898,210918,209963,209267,208032,206641,205478,204238,203221,200986,199344,197581,197034,196343,195653,194840,194474,194195,194206,194785,195983,196905,196429,195184,193956,193192,192304,191300,190088,190051,190503,191162,190901,190476,190244,190208,189971,189496,188910,188335,187713,187010,186130,185529,185520,185850,186561,187178,187586,187566,187541,188096,188714,189139,189334,189603,189839,190178,190729,191087,191480,191365,191330,190932,190599,190190,189936,189849,190638,191787,192867,193408,193319,193163,192884,192631,192431,192080,192574,193574,194714,195673,196467,197532,198424,198736,198760,198834,199835,200795,201559,201916,203166,204290,205443,205917,206735,207827,208836,210035,210855,211706,212460,213204,214530,216037,217846,219599,220786,221661,222247,222969,223623,224646,226123,227680,228657,229498,230677,232133,233533,234657,235507,236370,237223,237251,237340,237336,238319,239216,240421,241453,242477,243775,245307,247075,248448,250109,251801,253953,255940,257285,257952,258889,261212,264588,268664,272740,276830,281651,285857,290942,296066,303153,310769,318263,324416,328209,330932,333136,337779,342717,347827,351934,355980,359761,20.5%
39,41,New Hampshire,State,NH,141100,141798,142526,143513,144540,145545,147024,148663,150375,152431,154281,156222,157921,159925,161728,163653,165797,168017,170142,171984,173925,175769,177570,179395,181241,183032,184583,186351,187924,189759,191502,193623,195819,198290,200544,202846,205020,207309,209676,211773,214095,216190,218292,220204,222467,224869,226844,228437,230083,231939,233908,236073,238502,240997,242985,244944,246753,248664,250673,252771,254869,256787,258842,261309,263485,265241,266579,268052,269609,271113,272431,273678,274698,274643,274459,274797,275439,275802,275281,274984,274452,273494,272442,271224,270275,269125,268707,267984,267573,266690,266054,265534,264943,264219,263028,261629,260085,258953,257561,256573,254259,251984,249607,247675,245804,243579,242108,240350,239523,238380,237464,235481,233640,232300,231283,230341,229198,228275,227806,227642,227729,227442,226900,226200,225769,225431,225412,225475,225751,225310,224298,223173,222345,222322,221870,221365,220173,219202,217842,216969,216107,215748,215002,214274,213385,212805,212069,211688,212032,212812,213922,214206,214255,214286,214507,214984,215046,215615,216716,218291,219727,220958,222029,222948,223724,224571,225282,226130,226506,227042,227376,228264,229130,230064,230659,230922,230976,231265,231858,232464,233019,233480,234356,235714,237652,239134,240268,240613,240816,240802,241105,242126,242814,243141,243260,244139,245591,246968,247874,248680,249623,250827,251847,252735,253755,255648,257488,259371,260389,261652,263001,264463,265758,267088,268941,270793,272547,273488,274802,276255,277890,279342,280417,281809,282869,283875,284486,285444,286660,287715,288484,289131,290390,291599,292714,293061,293621,294221,295412,296598,298308,300550,303315,305575,306378,306641,307731,310644,314697,319240,324277,329669,334736,340280,345036,351318,357304,364875,371950,379143,384762,390156,395057,400789,406771,413803,419979,425516,429570,19.0%
50,42,Rhode Island,State,RI,145610,146577,147464,149155,150604,151481,152303,153153,154324,155418,156465,157670,158824,160063,161452,163120,164745,166329,168010,170115,172377,174948,177044,179196,180802,182740,184631,186942,189537,192293,195345,199058,203515,207563,210805,213361,215916,218870,222115,225501,229098,232946,237135,240725,243955,247149,250468,253954,256836,260276,263434,266920,270583,274950,279351,283234,286356,289815,292919,296308,299475,302632,305344,308745,311589,314067,315798,318271,321045,323631,325320,326481,326685,327526,328865,331103,331912,331951,330743,329457,327388,325542,323367,321902,320048,318940,317999,317004,316128,313874,312533,310837,309849,308481,307786,306926,305544,303198,301009,298670,295862,292965,289526,286003,282333,278642,275062,271125,267306,263867,260448,258105,255904,254204,252375,251081,250352,249998,250231,250350,251639,252732,253953,253653,253017,252630,252511,252223,250897,249210,247571,246688,245837,245347,244236,242855,240774,239274,237517,236128,234520,232938,230826,229039,228019,226914,226057,225268,224745,224278,224015,224096,224093,224214,224981,225731,226286,227144,228151,229535,231086,232523,233441,234552,235788,237133,237938,238127,239093,239688,241456,242924,244528,245280,244890,244054,243400,243103,243302,243596,244439,245132,245636,245715,245774,246597,247649,248395,248273,248318,248811,249828,251594,254246,256024,257476,258262,259174,259933,260556,262436,263687,264957,265407,265951,266709,267959,270517,273215,275799,277553,278453,279041,280057,282390,284790,286930,288379,290371,291952,293438,294281,295422,296782,298049,298656,298973,299218,299396,299159,299949,300919,302041,302374,303385,303881,304448,304883,306469,307836,308903,309648,311306,313466,315527,316416,317311,320075,324425,329387,334087,339400,344634,349314,354169,358895,365521,372795,381422,388914,394493,399030,402470,407156,410958,415774,419475,424116,429686,17.8%
35,43,Montana,State,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183851,183833,184653,185685,187022,187974,189530,191362,193378,194567,195726,196492,197958,199454,201333,202925,204529,205987,207494,208669,209906,211179,212603,213649,214369,214979,215918,216638,217294,217566,218152,218732,219414,220188,221040,221893,222400,221901,221360,221164,221639,221901,221555,221278,220975,221038,220902,220818,220354,220039,219512,219019,218158,217180,216038,214962,214357,213749,213165,212266,211581,211365,211281,211607,211512,211305,210845,210512,210051,209236,208178,206986,205655,204566,204010,203717,203542,203116,203101,203132,203346,203411,203463,203661,203760,204243,204665,205271,205722,206305,207169,207886,208712,209610,210552,211249,211704,212448,213356,214291,215283,216239,217267,218057,218878,219790,220602,221452,222245,223276,224220,225057,225953,227196,228229,229131,229465,229920,230471,231081,232064,232890,234083,235120,236366,237165,237872,238066,238583,239066,239881,240278,240593,241018,241795,242555,242938,243571,244453,245444,246192,246917,247979,249056,250129,251220,252541,253725,254937,255974,256736,257590,258496,259997,261316,262323,263312,264408,266072,267924,269841,271480,272260,272956,273586,274890,276223,277985,279702,281208,282509,283446,284636,285461,286841,287693,288550,289396,290819,292816,294319,295702,296858,298429,299597,301163,302720,304913,308017,311833,316928,,329845,336692,343395,350861,359356,368186,377717,386328,393783,399636,407588,416082,425685,432865,439549,445017,19.9%
13,44,Delaware,State,DE,152445,152843,153255,154124,155019,155908,156756,157472,158121,158701,159571,160317,161234,161939,162828,163616,164456,165204,165885,166565,167310,168135,169008,169917,170865,171864,172971,174101,175191,176328,177458,178637,179684,180827,181959,183272,184648,186198,187830,189518,191266,192841,194420,196001,197849,199589,201110,202417,203848,205369,206967,209004,211429,214341,217182,219870,222339,225204,228866,233502,236724,238802,240459,242877,246599,249112,251406,253419,256405,259813,262270,264416,266462,268974,271563,273937,276044,277627,279197,280541,281662,282956,283153,283324,282340,282130,282058,282795,283650,284712,285052,285074,284571,284466,283764,282473,280381,278712,278165,277896,277122,275107,272908,270460,268496,266161,264482,262753,261437,260036,258384,256903,255062,253570,252321,251581,250831,250191,249491,248706,248277,248161,248159,247813,247575,247324,246857,245596,244184,242186,240351,238803,237456,236284,234748,233191,231345,229799,228719,227678,226200,224442,223183,221814,220876,219513,219220,218645,218920,218596,218125,216954,215890,214708,213925,213226,213345,213855,214697,215267,215460,215760,216021,217113,218185,219591,220446,221223,222541,223443,224150,224430,225564,226732,227467,227767,228051,228262,228509,228751,229465,230369,231061,232019,232237,233052,233428,234370,234799,235108,235277,235585,236121,237060,237799,238659,239145,240309,241464,242560,243132,243947,244768,245871,246852,247603,247690,247050,246236,245924,245824,246454,247245,248441,249386,249970,250399,251724,253657,255657,256688,257130,257531,257964,258483,259222,260552,262120,263799,264671,265233,265266,264688,263940,263272,262968,262963,262813,262920,263512,264144,264921,265147,266192,267909,269856,271796,273384,275825,278845,282412,285858,288992,291536,294357,298099,302933,308202,313209,318494,323687,328167,332164,335392,338335,341043,344797,349276,353382,14.2%
52,45,South Dakota,State,SD,116201,115941,115577,115174,115102,114956,114829,114571,114932,115176,115103,114924,115066,115411,116065,116541,117285,117452,117713,117633,117695,117943,118212,118347,118469,119158,119568,119843,119897,120364,120808,121167,121710,121970,122136,122214,122865,123967,124499,124689,124307,124492,124846,125602,126589,127701,128353,128601,128687,129310,130039,130571,131243,132133,133345,134250,135054,135721,136399,136902,137625,138518,139378,140152,140831,141685,142430,143339,144355,145284,145794,146056,146507,147087,147540,147707,148094,148617,149303,149603,149972,150044,150419,150877,151726,152180,152359,152367,152524,153019,153346,153833,154147,154594,155097,155722,156444,156957,157219,157187,157142,157254,157373,157600,157778,158035,158312,158508,158812,158739,158586,158108,157690,157269,156765,156319,155850,155512,155209,155174,155330,155394,155531,155664,155973,156125,156188,156224,156118,156064,155993,155959,155874,155611,155421,155082,154904,154934,155013,155132,155043,155089,155199,155381,155542,155673,155651,155655,155767,155912,156179,156483,156931,157368,157723,158171,158744,159366,159982,160489,161050,161594,162186,162692,163160,163500,163880,164248,164635,164924,165399,165925,166625,167163,167678,168106,168588,169042,169493,169851,170419,171080,171886,172671,173412,174201,174970,175782,176227,176601,176920,177571,178264,178913,179851,180938,182127,182947,183696,184440,185355,186201,187099,187993,188881,189756,190574,191474,192553,193673,194749,195614,196384,196986,197598,198065,198539,199007,199705,200498,201619,202662,203781,204695,205702,206769,207747,208701,209492,210226,210880,211571,212315,212994,213614,214150,214679,215231,215712,216407,217067,218081,218922,219895,220084,220411,220819,221777,222845,224222,226017,227829,,,,242460,245819,249395,252805,256054,259004,261655,264283,268682,273249,278885,282703,286321,288729,13.1%
3,46,Alaska,State,AK,130919,131105,131255,131381,131627,131723,132111,132106,132294,132199,132500,132900,136262,140764,146149,149240,151834,153947,156008,157224,158129,158726,159686,160667,161414,162146,162845,163846,164495,164913,165274,165693,166287,166715,167323,167864,168283,168661,169006,169541,170428,171573,173468,174806,176502,177945,179321,180409,180391,181274,181821,183210,184362,185740,187100,188265,189980,191653,193407,194906,196321,197573,198589,199768,201455,202666,204152,205565,207599,209641,211547,213604,215390,216327,216816,217395,218835,220223,221753,223534,225520,227269,228492,229868,231032,231867,232257,232839,233719,234450,235183,235848,236772,237673,238358,238935,239454,239418,239633,239399,239569,239386,239346,239566,239553,239766,239700,239566,239335,239773,240344,240592,240049,239543,239027,238594,238152,237715,237780,238152,238989,239041,239247,239394,240081,240280,240452,240660,240629,240310,239598,239309,238974,238540,237724,236780,236246,236204,236330,236439,236278,236213,236153,236358,237179,237917,239060,239807,240714,240851,240881,240744,240916,241164,241608,241424,241887,242264,243356,244001,244749,246067,247341,248676,249448,249836,250508,251261,251831,252437,253013,253516,253497,253159,253480,254197,255003,255811,256329,257492,258371,259037,259227,260285,262093,263817,264459,264199,263873,263838,264518,265627,266870,267966,268180,267856,267291,266817,266750,266333,266580,266817,267320,267436,267334,267095,266754,266804,267151,267845,268354,268606,269253,269904,270263,269978,269290,268863,268604,268657,269207,269835,270631,270968,270939,270982,271264,271674,272093,274407,277396,,283572,284804,284593,286177,292866,294870,296720,293287,294243,292516,290740,288116,288143,287927,288291,288935,288836,290096,290994,294339,295974,296381,295967,296723,298213,299401,300232,301839,303094,304253,303163,304294,305362,309607,310982,314869,317905,4.0%
37,47,North Dakota,State,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168215,168385,168378,168178,167726,167219,166905,167225,167721,168077,167803,167577,167574,167570,167307,167004,167015,167304,167968,168629,169471,169908,170198,170285,170305,170405,170723,171180,171109,170510,169940,169867,169975,170224,170384,170509,170749,171273,172087,172932,173980,175464,176829,178065,179065,180580,182204,183967,185558,187375,189033,190499,191782,193241,194551,195878,197230,198789,200170,201382,202245,203226,203895,204910,206025,207495,208649,210105,211304,213535,214478,215469,215620,216702,217997,219665,221627,223423,224647,224997,225063,225264,226021,226841,227572,228097,228639,228991,229086,229169,229449,229438,229456,229532,230029,230633,230756,230780,230446,230104,230290,230791,231555,231465,231415,231251,231638,231838,232259,232206,232496,232422,232524,232110,231936,231800,231678,231374,231161,231391,232016,232668,232787,232923,233057,233572,234095,234646,235288,235688,235818,236028,236328,236871,237167,237691,237831,237951,237848,237752,237891,238498,239689,241141,242529,244330,245987,247500,248974,250762,252723,254564,256509,258257,259971,262224,264650,267244,269183,271498,273818,5.4%
58,48,Vermont,State,VT,126796,127164,127634,128480,129308,129977,130617,131269,132009,132969,133908,134858,135669,136732,137845,138944,139862,140703,141564,142293,143055,143924,145036,146158,147347,148552,149839,151045,152104,153126,153977,154753,155386,156140,156973,157909,158833,159882,160942,161920,162931,163983,165104,,168944,171245,172350,173334,174223,175936,177619,179448,181819,184239,186347,187506,188694,190314,192148,194121,195919,197797,199666,202122,204187,206018,207610,209605,211962,214225,216050,217682,218995,220409,222142,223581,225171,226421,227715,229018,230170,231387,232625,233745,234903,235884,236304,236485,236709,237166,237323,237194,237402,237955,238670,239280,240592,240570,240454,239274,238752,238103,237279,236974,236503,235998,235410,234917,234750,234561,234253,233779,233597,233191,232398,231195,230196,229570,229030,228646,228312,228131,228260,228355,228478,228465,228831,229195,229301,229464,229595,229866,229635,229402,229052,229023,228672,228474,228221,227983,227696,227535,227865,228072,228140,228042,227839,227770,227608,227631,227701,227812,227792,227509,227224,227230,227523,227904,228226,228302,228214,228063,227944,227836,227569,227295,227187,227212,227285,227373,227373,227556,227674,228010,228251,228437,228391,228395,228418,228584,228724,229131,229674,230166,230386,230457,230456,230437,230132,229928,229750,229554,229367,229601,230348,231143,231602,231959,232424,232807,233141,233391,233734,234210,234599,234891,235300,235823,236782,237825,238805,240065,241428,242926,244035,245096,246058,246709,247101,247696,248667,248976,249690,250022,251020,251244,251446,251654,252210,253050,253998,254798,255928,257251,258541,259611,260473,260736,260822,260987,261653,261606,261925,262225,264017,265559,267364,268034,268182,269226,271673,274851,279035,282576,286616,289971,294601,298371,302678,307096,312678,317458,321231,325994,330929,336579,341412,345453,348512,12.4%
12,49,District of Columbia,State,DC,193927,194934,195872,197997,199982,202246,204280,205961,207175,207125,207533,208066,209328,210478,211942,214199,216438,218599,220832,223438,226237,229013,231623,234350,236910,239608,241801,244547,247487,250930,254139,257159,260501,264162,268752,273311,277189,280538,283488,287055,290667,294548,298313,301882,305457,309702,313118,316245,319588,323304,327636,331559,336478,341837,348358,354072,361206,369856,378240,383617,385271,389989,396448,404912,410701,416498,423255,431081,438028,442873,447457,451874,456492,460121,464011,467229,469709,470423,469435,468553,467549,465890,463368,461385,461140,462929,464443,465462,465660,465544,465451,465238,465220,465931,466098,465480,464499,463292,461804,459626,457620,455716,452416,448173,444907,443576,442071,439691,439388,439821,439516,436348,432432,430246,427346,425083,422043,418994,418500,420656,423151,423212,422295,424129,428902,433104,434577,434797,432854,431174,428087,427839,426420,426280,425230,425335,425071,424906,425294,424522,424280,423153,422790,421523,421999,421453,423234,423012,424375,426772,431676,437011,441983,447488,453146,459230,460355,459883,459130,464327,472341,478879,484275,488457,492820,497161,501696,506143,510899,516287,522598,527468,530060,531069,533543,535246,535986,535425,536865,538247,535771,533413,530960,531905,531938,532563,534161,536159,539747,543990,547243,549516,550037,552012,553418,556063,558102,559982,561525,562976,564792,565794,569614,573583,579308,584393,587523,587718,585540,584396,585094,585567,587894,591272,594220,596687,597901,602782,602473,603176,602481,606469,609492,611640,614488,617589,621400,623319,626460,627278,631629,634409,637289,637477,635296,635623,636219,637771,637967,638832,643840,648090,650979,653206,649321,647165,643472,646744,651202,655209,660818,662759,666008,667514,673030,677284,684310,689131,692735,693187,693318,695591,696118,697014,699292,705744,711724,715246,716996,6.5%
62,50,Wyoming,State,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,146726,144681,144029,142920,143314,144141,144718,145239,145480,146006,146567,146987,147526,148314,149321,150088,150800,151405,152147,152846,153415,153930,154528,155346,156405,157582,158944,160228,161740,163128,164372,165462,166785,168107,169095,169851,170379,171346,172329,173693,174780,176009,177336,178613,179890,181064,182405,183712,185204,186978,188820,190685,192022,193323,194797,196451,197868,198940,199785,200840,202083,203372,204767,205572,206290,206767,207445,207966,208344,208567,208815,209033,209022,208662,208118,207747,207588,207364,207007,206794,206735,206797,206668,206175,205505,204997,204639,204251,203612,202939,202280,201552,201125,200887,200972,201033,201203,201517,201746,201590,201257,200871,200704,200334,200060,199924,199985,200069,200001,199652,198902,198408,198284,198519,198419,198511,198686,199462,200123,200726,201120,201774,202529,203084,203309,203627,204441,205337,206427,207084,207768,208299,208834,209361,209574,209804,210071,210501,210989,211541,212125,212817,213500,214274,214970,215723,216461,217295,217984,218756,219330,220101,220879,221701,222426,222995,223552,224098,224713,225459,226301,226903,227413,227822,228423,228849,229289,229651,229971,230192,230331,230467,230347,230153,229995,230132,230143,230097,230003,230053,230271,230324,230508,230752,231392,232251,233157,233990,234816,235590,236447,237223,238104,238760,239399,240037,240653,241345,241849,242445,242969,243735,244564,245989,247520,249274,250664,252152,253523,254921,256060,256697,257448,258259,259146,259938,260610,261070,261371,261714,262491,263289,264126,265429,266649,268922,271158,273730,275734,277782,280288,282829,285616,288259,290819,293224,,304421,310416,313039,315858,318546,7.2%
